Gene stable ID,Gene stable ID version,Transcript stable ID,Transcript stable ID version,Gene name,Gene start (bp),Gene end (bp),Chromosome/scaffold name,Exon region start (bp),Exon region end (bp),Exon rank in transcript,Exon stable ID,Strand
ENSG00000106976,ENSG00000106976.21,ENST00000486160,ENST00000486160.3,DNM1,128191655,128255248,9,128219988,128220086,5,ENSE00003533094,1
ENSG00000106976,ENSG00000106976.21,ENST00000486160,ENST00000486160.3,DNM1,128191655,128255248,9,128203415,128203631,1,ENSE00001944963,1
ENSG00000106976,ENSG00000106976.21,ENST00000486160,ENST00000486160.3,DNM1,128191655,128255248,9,128247375,128247486,17,ENSE00003674513,1
ENSG00000106976,ENSG00000106976.21,ENST00000486160,ENST00000486160.3,DNM1,128191655,128255248,9,128246394,128246503,16,ENSE00003650115,1
ENSG00000106976,ENSG00000106976.21,ENST00000486160,ENST00000486160.3,DNM1,128191655,128255248,9,128242232,128242345,15,ENSE00003470783,1
ENSG00000106976,ENSG00000106976.21,ENST00000486160,ENST00000486160.3,DNM1,128191655,128255248,9,128239985,128239996,14,ENSE00003625707,1
ENSG00000106976,ENSG00000106976.21,ENST00000486160,ENST00000486160.3,DNM1,128191655,128255248,9,128239728,128239779,13,ENSE00003687858,1
ENSG00000106976,ENSG00000106976.21,ENST00000486160,ENST00000486160.3,DNM1,128191655,128255248,9,128239445,128239515,12,ENSE00003458973,1
ENSG00000106976,ENSG00000106976.21,ENST00000486160,ENST00000486160.3,DNM1,128191655,128255248,9,128219049,128219252,4,ENSE00003631161,1
ENSG00000106976,ENSG00000106976.21,ENST00000486160,ENST00000486160.3,DNM1,128191655,128255248,9,128218582,128218731,3,ENSE00003664090,1
ENSG00000106976,ENSG00000106976.21,ENST00000486160,ENST00000486160.3,DNM1,128191655,128255248,9,128218231,128218304,2,ENSE00001674469,1
ENSG00000106976,ENSG00000106976.21,ENST00000486160,ENST00000486160.3,DNM1,128191655,128255248,9,128254654,128255244,22,ENSE00003902110,1
ENSG00000106976,ENSG00000106976.21,ENST00000486160,ENST00000486160.3,DNM1,128191655,128255248,9,128250725,128250940,21,ENSE00001728908,1
ENSG00000106976,ENSG00000106976.21,ENST00000486160,ENST00000486160.3,DNM1,128191655,128255248,9,128250115,128250356,20,ENSE00003514879,1
ENSG00000106976,ENSG00000106976.21,ENST00000486160,ENST00000486160.3,DNM1,128191655,128255248,9,128248583,128248753,19,ENSE00001607425,1
ENSG00000106976,ENSG00000106976.21,ENST00000486160,ENST00000486160.3,DNM1,128191655,128255248,9,128247924,128247935,18,ENSE00001686999,1
ENSG00000106976,ENSG00000106976.21,ENST00000627061,ENST00000627061.2,DNM1,128191655,128255248,9,128247924,128247935,18,ENSE00001686999,1
ENSG00000106976,ENSG00000106976.21,ENST00000627061,ENST00000627061.2,DNM1,128191655,128255248,9,128247375,128247486,17,ENSE00003674513,1
ENSG00000106976,ENSG00000106976.21,ENST00000627061,ENST00000627061.2,DNM1,128191655,128255248,9,128246394,128246503,16,ENSE00003650115,1
ENSG00000106976,ENSG00000106976.21,ENST00000627061,ENST00000627061.2,DNM1,128191655,128255248,9,128242232,128242345,15,ENSE00003470783,1
ENSG00000106976,ENSG00000106976.21,ENST00000627061,ENST00000627061.2,DNM1,128191655,128255248,9,128239985,128239996,14,ENSE00003625707,1
ENSG00000106976,ENSG00000106976.21,ENST00000627061,ENST00000627061.2,DNM1,128191655,128255248,9,128239728,128239779,13,ENSE00003687858,1
ENSG00000106976,ENSG00000106976.21,ENST00000627061,ENST00000627061.2,DNM1,128191655,128255248,9,128254654,128254876,22,ENSE00003761719,1
ENSG00000106976,ENSG00000106976.21,ENST00000627061,ENST00000627061.2,DNM1,128191655,128255248,9,128250725,128250940,21,ENSE00001728908,1
ENSG00000106976,ENSG00000106976.21,ENST00000627061,ENST00000627061.2,DNM1,128191655,128255248,9,128250115,128250356,20,ENSE00003514879,1
ENSG00000106976,ENSG00000106976.21,ENST00000627061,ENST00000627061.2,DNM1,128191655,128255248,9,128248583,128248753,19,ENSE00001607425,1
ENSG00000106976,ENSG00000106976.21,ENST00000627061,ENST00000627061.2,DNM1,128191655,128255248,9,128222197,128222339,7,ENSE00003585102,1
ENSG00000106976,ENSG00000106976.21,ENST00000627061,ENST00000627061.2,DNM1,128191655,128255248,9,128220181,128220341,6,ENSE00003656925,1
ENSG00000106976,ENSG00000106976.21,ENST00000627061,ENST00000627061.2,DNM1,128191655,128255248,9,128219988,128220086,5,ENSE00003533094,1
ENSG00000106976,ENSG00000106976.21,ENST00000627061,ENST00000627061.2,DNM1,128191655,128255248,9,128219049,128219252,4,ENSE00003631161,1
ENSG00000106976,ENSG00000106976.21,ENST00000627061,ENST00000627061.2,DNM1,128191655,128255248,9,128218582,128218731,3,ENSE00003664090,1
ENSG00000106976,ENSG00000106976.21,ENST00000627061,ENST00000627061.2,DNM1,128191655,128255248,9,128218231,128218304,2,ENSE00001674469,1
ENSG00000106976,ENSG00000106976.21,ENST00000627061,ENST00000627061.2,DNM1,128191655,128255248,9,128203417,128203631,1,ENSE00001827502,1
ENSG00000106976,ENSG00000106976.21,ENST00000627061,ENST00000627061.2,DNM1,128191655,128255248,9,128239445,128239515,12,ENSE00003458973,1
ENSG00000106976,ENSG00000106976.21,ENST00000627061,ENST00000627061.2,DNM1,128191655,128255248,9,128234021,128234107,11,ENSE00003574406,1
ENSG00000106976,ENSG00000106976.21,ENST00000627061,ENST00000627061.2,DNM1,128191655,128255248,9,128226035,128226086,10,ENSE00003584182,1
ENSG00000106976,ENSG00000106976.21,ENST00000627061,ENST00000627061.2,DNM1,128191655,128255248,9,128222793,128222860,9,ENSE00003601246,1
ENSG00000106976,ENSG00000106976.21,ENST00000627061,ENST00000627061.2,DNM1,128191655,128255248,9,128222461,128222596,8,ENSE00003666449,1
ENSG00000106976,ENSG00000106976.21,ENST00000627543,ENST00000627543.2,DNM1,128191655,128255248,9,128247375,128247486,17,ENSE00003674513,1
ENSG00000106976,ENSG00000106976.21,ENST00000627543,ENST00000627543.2,DNM1,128191655,128255248,9,128246394,128246503,16,ENSE00003650115,1
ENSG00000106976,ENSG00000106976.21,ENST00000627543,ENST00000627543.2,DNM1,128191655,128255248,9,128242232,128242345,15,ENSE00003470783,1
ENSG00000106976,ENSG00000106976.21,ENST00000627543,ENST00000627543.2,DNM1,128191655,128255248,9,128239985,128239996,14,ENSE00003625707,1
ENSG00000106976,ENSG00000106976.21,ENST00000627543,ENST00000627543.2,DNM1,128191655,128255248,9,128222793,128222860,9,ENSE00003601246,1
ENSG00000106976,ENSG00000106976.21,ENST00000627543,ENST00000627543.2,DNM1,128191655,128255248,9,128222461,128222596,8,ENSE00003666449,1
ENSG00000106976,ENSG00000106976.21,ENST00000627543,ENST00000627543.2,DNM1,128191655,128255248,9,128222197,128222339,7,ENSE00003585102,1
ENSG00000106976,ENSG00000106976.21,ENST00000627543,ENST00000627543.2,DNM1,128191655,128255248,9,128220181,128220341,6,ENSE00003656925,1
ENSG00000106976,ENSG00000106976.21,ENST00000627543,ENST00000627543.2,DNM1,128191655,128255248,9,128219988,128220086,5,ENSE00003533094,1
ENSG00000106976,ENSG00000106976.21,ENST00000627543,ENST00000627543.2,DNM1,128191655,128255248,9,128219049,128219252,4,ENSE00003631161,1
ENSG00000106976,ENSG00000106976.21,ENST00000627543,ENST00000627543.2,DNM1,128191655,128255248,9,128218582,128218731,3,ENSE00003664090,1
ENSG00000106976,ENSG00000106976.21,ENST00000627543,ENST00000627543.2,DNM1,128191655,128255248,9,128218231,128218304,2,ENSE00001674469,1
ENSG00000106976,ENSG00000106976.21,ENST00000627543,ENST00000627543.2,DNM1,128191655,128255248,9,128203417,128203631,1,ENSE00001827502,1
ENSG00000106976,ENSG00000106976.21,ENST00000627543,ENST00000627543.2,DNM1,128191655,128255248,9,128239728,128239779,13,ENSE00003687858,1
ENSG00000106976,ENSG00000106976.21,ENST00000627543,ENST00000627543.2,DNM1,128191655,128255248,9,128239445,128239515,12,ENSE00003458973,1
ENSG00000106976,ENSG00000106976.21,ENST00000627543,ENST00000627543.2,DNM1,128191655,128255248,9,128248583,128248753,19,ENSE00001607425,1
ENSG00000106976,ENSG00000106976.21,ENST00000627543,ENST00000627543.2,DNM1,128191655,128255248,9,128247924,128247935,18,ENSE00001686999,1
ENSG00000106976,ENSG00000106976.21,ENST00000627543,ENST00000627543.2,DNM1,128191655,128255248,9,128234021,128234107,11,ENSE00003574406,1
ENSG00000106976,ENSG00000106976.21,ENST00000627543,ENST00000627543.2,DNM1,128191655,128255248,9,128224251,128224389,10,ENSE00003615820,1
ENSG00000106976,ENSG00000106976.21,ENST00000627543,ENST00000627543.2,DNM1,128191655,128255248,9,128253101,128255246,22,ENSE00003764385,1
ENSG00000106976,ENSG00000106976.21,ENST00000627543,ENST00000627543.2,DNM1,128191655,128255248,9,128250725,128250940,21,ENSE00001728908,1
ENSG00000106976,ENSG00000106976.21,ENST00000627543,ENST00000627543.2,DNM1,128191655,128255248,9,128250115,128250356,20,ENSE00003514879,1
ENSG00000106976,ENSG00000106976.21,ENST00000634267,ENST00000634267.2,DNM1,128191655,128255248,9,128222461,128222596,8,ENSE00003666449,1
ENSG00000106976,ENSG00000106976.21,ENST00000634267,ENST00000634267.2,DNM1,128191655,128255248,9,128222197,128222339,7,ENSE00003585102,1
ENSG00000106976,ENSG00000106976.21,ENST00000634267,ENST00000634267.2,DNM1,128191655,128255248,9,128220181,128220341,6,ENSE00003656925,1
ENSG00000106976,ENSG00000106976.21,ENST00000634267,ENST00000634267.2,DNM1,128191655,128255248,9,128219988,128220086,5,ENSE00003533094,1
ENSG00000106976,ENSG00000106976.21,ENST00000634267,ENST00000634267.2,DNM1,128191655,128255248,9,128239445,128239515,12,ENSE00003458973,1
ENSG00000106976,ENSG00000106976.21,ENST00000634267,ENST00000634267.2,DNM1,128191655,128255248,9,128234021,128234107,11,ENSE00003574406,1
ENSG00000106976,ENSG00000106976.21,ENST00000634267,ENST00000634267.2,DNM1,128191655,128255248,9,128224251,128224389,10,ENSE00003615820,1
ENSG00000106976,ENSG00000106976.21,ENST00000634267,ENST00000634267.2,DNM1,128191655,128255248,9,128222793,128222860,9,ENSE00003601246,1
ENSG00000106976,ENSG00000106976.21,ENST00000634267,ENST00000634267.2,DNM1,128191655,128255248,9,128247375,128247486,17,ENSE00003674513,1
ENSG00000106976,ENSG00000106976.21,ENST00000634267,ENST00000634267.2,DNM1,128191655,128255248,9,128246394,128246503,16,ENSE00003650115,1
ENSG00000106976,ENSG00000106976.21,ENST00000634267,ENST00000634267.2,DNM1,128191655,128255248,9,128242232,128242345,15,ENSE00003470783,1
ENSG00000106976,ENSG00000106976.21,ENST00000634267,ENST00000634267.2,DNM1,128191655,128255248,9,128254650,128255024,22,ENSE00003791219,1
ENSG00000106976,ENSG00000106976.21,ENST00000634267,ENST00000634267.2,DNM1,128191655,128255248,9,128250725,128250940,21,ENSE00001728908,1
ENSG00000106976,ENSG00000106976.21,ENST00000634267,ENST00000634267.2,DNM1,128191655,128255248,9,128250115,128250356,20,ENSE00003514879,1
ENSG00000106976,ENSG00000106976.21,ENST00000634267,ENST00000634267.2,DNM1,128191655,128255248,9,128248583,128248753,19,ENSE00001607425,1
ENSG00000106976,ENSG00000106976.21,ENST00000634267,ENST00000634267.2,DNM1,128191655,128255248,9,128247924,128247935,18,ENSE00001686999,1
ENSG00000106976,ENSG00000106976.21,ENST00000634267,ENST00000634267.2,DNM1,128191655,128255248,9,128219049,128219252,4,ENSE00003631161,1
ENSG00000106976,ENSG00000106976.21,ENST00000634267,ENST00000634267.2,DNM1,128191655,128255248,9,128218582,128218731,3,ENSE00003664090,1
ENSG00000106976,ENSG00000106976.21,ENST00000634267,ENST00000634267.2,DNM1,128191655,128255248,9,128218231,128218304,2,ENSE00001674469,1
ENSG00000106976,ENSG00000106976.21,ENST00000634267,ENST00000634267.2,DNM1,128191655,128255248,9,128203471,128203631,1,ENSE00003792496,1
ENSG00000106976,ENSG00000106976.21,ENST00000634267,ENST00000634267.2,DNM1,128191655,128255248,9,128239985,128239996,14,ENSE00003625707,1
ENSG00000106976,ENSG00000106976.21,ENST00000634267,ENST00000634267.2,DNM1,128191655,128255248,9,128239728,128239779,13,ENSE00003687858,1
ENSG00000106976,ENSG00000106976.21,ENST00000636103,ENST00000636103.1,DNM1,128191655,128255248,9,128218231,128218299,2,ENSE00003794598,1
ENSG00000106976,ENSG00000106976.21,ENST00000636103,ENST00000636103.1,DNM1,128191655,128255248,9,128204822,128204880,1,ENSE00003796292,1
ENSG00000106976,ENSG00000106976.21,ENST00000637999,ENST00000637999.1,DNM1,128191655,128255248,9,128222793,128222860,8,ENSE00003601246,1
ENSG00000106976,ENSG00000106976.21,ENST00000637999,ENST00000637999.1,DNM1,128191655,128255248,9,128222461,128222596,7,ENSE00003666449,1
ENSG00000106976,ENSG00000106976.21,ENST00000637999,ENST00000637999.1,DNM1,128191655,128255248,9,128222197,128222339,6,ENSE00003585102,1
ENSG00000106976,ENSG00000106976.21,ENST00000637999,ENST00000637999.1,DNM1,128191655,128255248,9,128220181,128220341,5,ENSE00003656925,1
ENSG00000106976,ENSG00000106976.21,ENST00000637999,ENST00000637999.1,DNM1,128191655,128255248,9,128219988,128220086,4,ENSE00003533094,1
ENSG00000106976,ENSG00000106976.21,ENST00000637999,ENST00000637999.1,DNM1,128191655,128255248,9,128219049,128219252,3,ENSE00003631161,1
ENSG00000106976,ENSG00000106976.21,ENST00000637999,ENST00000637999.1,DNM1,128191655,128255248,9,128218582,128218731,2,ENSE00003664090,1
ENSG00000106976,ENSG00000106976.21,ENST00000637999,ENST00000637999.1,DNM1,128191655,128255248,9,128234021,128234107,9,ENSE00003799785,1
ENSG00000106976,ENSG00000106976.21,ENST00000637999,ENST00000637999.1,DNM1,128191655,128255248,9,128218243,128218304,1,ENSE00003796915,1
ENSG00000106976,ENSG00000106976.21,ENST00000637999,ENST00000637999.1,DNM1,128191655,128255248,9,128242232,128242295,14,ENSE00003797881,1
ENSG00000106976,ENSG00000106976.21,ENST00000637999,ENST00000637999.1,DNM1,128191655,128255248,9,128239985,128239996,13,ENSE00003587640,1
ENSG00000106976,ENSG00000106976.21,ENST00000637999,ENST00000637999.1,DNM1,128191655,128255248,9,128239728,128239779,12,ENSE00003523152,1
ENSG00000106976,ENSG00000106976.21,ENST00000637999,ENST00000637999.1,DNM1,128191655,128255248,9,128239445,128239515,11,ENSE00003517861,1
ENSG00000106976,ENSG00000106976.21,ENST00000637999,ENST00000637999.1,DNM1,128191655,128255248,9,128234816,128234935,10,ENSE00003712437,1
ENSG00000106976,ENSG00000106976.21,ENST00000441149,ENST00000441149.6,DNM1,128191655,128255248,9,128250725,128251244,19,ENSE00001945514,1
ENSG00000106976,ENSG00000106976.21,ENST00000441149,ENST00000441149.6,DNM1,128191655,128255248,9,128250115,128250356,18,ENSE00003471295,1
ENSG00000106976,ENSG00000106976.21,ENST00000441149,ENST00000441149.6,DNM1,128191655,128255248,9,128247924,128248753,17,ENSE00001683389,1
ENSG00000106976,ENSG00000106976.21,ENST00000441149,ENST00000441149.6,DNM1,128191655,128255248,9,128247375,128247486,16,ENSE00003652192,1
ENSG00000106976,ENSG00000106976.21,ENST00000441149,ENST00000441149.6,DNM1,128191655,128255248,9,128246394,128246503,15,ENSE00003529896,1
ENSG00000106976,ENSG00000106976.21,ENST00000441149,ENST00000441149.6,DNM1,128191655,128255248,9,128242232,128242345,14,ENSE00003576515,1
ENSG00000106976,ENSG00000106976.21,ENST00000441149,ENST00000441149.6,DNM1,128191655,128255248,9,128239985,128239996,13,ENSE00003587640,1
ENSG00000106976,ENSG00000106976.21,ENST00000441149,ENST00000441149.6,DNM1,128191655,128255248,9,128239728,128239779,12,ENSE00003523152,1
ENSG00000106976,ENSG00000106976.21,ENST00000441149,ENST00000441149.6,DNM1,128191655,128255248,9,128239445,128239515,11,ENSE00003517861,1
ENSG00000106976,ENSG00000106976.21,ENST00000441149,ENST00000441149.6,DNM1,128191655,128255248,9,128234021,128234107,10,ENSE00003545018,1
ENSG00000106976,ENSG00000106976.21,ENST00000441149,ENST00000441149.6,DNM1,128191655,128255248,9,128224251,128224389,9,ENSE00003464833,1
ENSG00000106976,ENSG00000106976.21,ENST00000441149,ENST00000441149.6,DNM1,128191655,128255248,9,128222793,128222860,8,ENSE00003605366,1
ENSG00000106976,ENSG00000106976.21,ENST00000441149,ENST00000441149.6,DNM1,128191655,128255248,9,128222461,128222596,7,ENSE00003535215,1
ENSG00000106976,ENSG00000106976.21,ENST00000441149,ENST00000441149.6,DNM1,128191655,128255248,9,128222197,128222339,6,ENSE00003662913,1
ENSG00000106976,ENSG00000106976.21,ENST00000441149,ENST00000441149.6,DNM1,128191655,128255248,9,128220181,128220341,5,ENSE00003653045,1
ENSG00000106976,ENSG00000106976.21,ENST00000441149,ENST00000441149.6,DNM1,128191655,128255248,9,128219988,128220086,4,ENSE00003553373,1
ENSG00000106976,ENSG00000106976.21,ENST00000441149,ENST00000441149.6,DNM1,128191655,128255248,9,128219049,128219252,3,ENSE00003677776,1
ENSG00000106976,ENSG00000106976.21,ENST00000441149,ENST00000441149.6,DNM1,128191655,128255248,9,128218582,128218731,2,ENSE00003533961,1
ENSG00000106976,ENSG00000106976.21,ENST00000441149,ENST00000441149.6,DNM1,128191655,128255248,9,128218269,128218304,1,ENSE00001872342,1
ENSG00000106976,ENSG00000106976.21,ENST00000637094,ENST00000637094.1,DNM1,128191655,128255248,9,128218858,128218946,2,ENSE00003797651,1
ENSG00000106976,ENSG00000106976.21,ENST00000637094,ENST00000637094.1,DNM1,128191655,128255248,9,128218666,128218731,1,ENSE00003792898,1
ENSG00000106976,ENSG00000106976.21,ENST00000482638,ENST00000482638.6,DNM1,128191655,128255248,9,128242232,128242267,9,ENSE00001904021,1
ENSG00000106976,ENSG00000106976.21,ENST00000482638,ENST00000482638.6,DNM1,128191655,128255248,9,128239985,128239996,8,ENSE00003587640,1
ENSG00000106976,ENSG00000106976.21,ENST00000482638,ENST00000482638.6,DNM1,128191655,128255248,9,128239728,128239779,7,ENSE00003523152,1
ENSG00000106976,ENSG00000106976.21,ENST00000482638,ENST00000482638.6,DNM1,128191655,128255248,9,128239445,128239515,6,ENSE00003517861,1
ENSG00000106976,ENSG00000106976.21,ENST00000482638,ENST00000482638.6,DNM1,128191655,128255248,9,128234021,128234107,5,ENSE00003545018,1
ENSG00000106976,ENSG00000106976.21,ENST00000482638,ENST00000482638.6,DNM1,128191655,128255248,9,128226035,128226173,3,ENSE00003608940,1
ENSG00000106976,ENSG00000106976.21,ENST00000482638,ENST00000482638.6,DNM1,128191655,128255248,9,128222793,128222860,2,ENSE00003601246,1
ENSG00000106976,ENSG00000106976.21,ENST00000482638,ENST00000482638.6,DNM1,128191655,128255248,9,128222529,128222596,1,ENSE00001915891,1
ENSG00000106976,ENSG00000106976.21,ENST00000482638,ENST00000482638.6,DNM1,128191655,128255248,9,128231986,128232124,4,ENSE00001898765,1
ENSG00000106976,ENSG00000106976.21,ENST00000637317,ENST00000637317.1,DNM1,128191655,128255248,9,128232571,128232634,2,ENSE00003799564,1
ENSG00000106976,ENSG00000106976.21,ENST00000637317,ENST00000637317.1,DNM1,128191655,128255248,9,128226138,128226173,1,ENSE00003793887,1
ENSG00000106976,ENSG00000106976.21,ENST00000635859,ENST00000635859.1,DNM1,128191655,128255248,9,128234021,128234024,2,ENSE00003792091,1
ENSG00000106976,ENSG00000106976.21,ENST00000635859,ENST00000635859.1,DNM1,128191655,128255248,9,128232636,128232731,1,ENSE00003798555,1
ENSG00000106976,ENSG00000106976.21,ENST00000463998,ENST00000463998.3,DNM1,128191655,128255248,9,128246394,128246471,6,ENSE00003760810,1
ENSG00000106976,ENSG00000106976.21,ENST00000463998,ENST00000463998.3,DNM1,128191655,128255248,9,128242232,128242345,5,ENSE00003576515,1
ENSG00000106976,ENSG00000106976.21,ENST00000463998,ENST00000463998.3,DNM1,128191655,128255248,9,128239985,128239996,4,ENSE00003587640,1
ENSG00000106976,ENSG00000106976.21,ENST00000463998,ENST00000463998.3,DNM1,128191655,128255248,9,128239728,128239779,3,ENSE00003523152,1
ENSG00000106976,ENSG00000106976.21,ENST00000463998,ENST00000463998.3,DNM1,128191655,128255248,9,128239445,128239515,2,ENSE00003517861,1
ENSG00000106976,ENSG00000106976.21,ENST00000463998,ENST00000463998.3,DNM1,128191655,128255248,9,128233564,128234107,1,ENSE00001920457,1
ENSG00000106976,ENSG00000106976.21,ENST00000636220,ENST00000636220.1,DNM1,128191655,128255248,9,128240427,128240485,2,ENSE00003794880,1
ENSG00000106976,ENSG00000106976.21,ENST00000636220,ENST00000636220.1,DNM1,128191655,128255248,9,128239728,128239779,1,ENSE00003523152,1
ENSG00000106976,ENSG00000106976.21,ENST00000638061,ENST00000638061.1,DNM1,128191655,128255248,9,128240637,128240687,2,ENSE00003797106,1
ENSG00000106976,ENSG00000106976.21,ENST00000638061,ENST00000638061.1,DNM1,128191655,128255248,9,128240484,128240532,1,ENSE00003801147,1
ENSG00000106976,ENSG00000106976.21,ENST00000631179,ENST00000631179.2,DNM1,128191655,128255248,9,128246394,128246503,4,ENSE00003529896,1
ENSG00000106976,ENSG00000106976.21,ENST00000631179,ENST00000631179.2,DNM1,128191655,128255248,9,128242232,128242345,3,ENSE00003576515,1
ENSG00000106976,ENSG00000106976.21,ENST00000631179,ENST00000631179.2,DNM1,128191655,128255248,9,128247375,128247425,5,ENSE00003774106,1
ENSG00000106976,ENSG00000106976.21,ENST00000631179,ENST00000631179.2,DNM1,128191655,128255248,9,128240987,128241047,2,ENSE00003761288,1
ENSG00000106976,ENSG00000106976.21,ENST00000631179,ENST00000631179.2,DNM1,128191655,128255248,9,128240512,128240532,1,ENSE00003760912,1
ENSG00000106976,ENSG00000106976.21,ENST00000493925,ENST00000493925.3,DNM1,128191655,128255248,9,128247375,128247391,5,ENSE00001834371,1
ENSG00000106976,ENSG00000106976.21,ENST00000493925,ENST00000493925.3,DNM1,128191655,128255248,9,128246937,128247123,4,ENSE00001839787,1
ENSG00000106976,ENSG00000106976.21,ENST00000493925,ENST00000493925.3,DNM1,128191655,128255248,9,128246394,128246503,3,ENSE00003529896,1
ENSG00000106976,ENSG00000106976.21,ENST00000493925,ENST00000493925.3,DNM1,128191655,128255248,9,128242232,128242345,2,ENSE00003576515,1
ENSG00000106976,ENSG00000106976.21,ENST00000493925,ENST00000493925.3,DNM1,128191655,128255248,9,128240748,128241047,1,ENSE00001957100,1
ENSG00000106976,ENSG00000106976.21,ENST00000636201,ENST00000636201.1,DNM1,128191655,128255248,9,128247325,128247384,2,ENSE00003799978,1
ENSG00000106976,ENSG00000106976.21,ENST00000636201,ENST00000636201.1,DNM1,128191655,128255248,9,128242306,128242345,1,ENSE00003791883,1
ENSG00000106976,ENSG00000106976.21,ENST00000625457,ENST00000625457.1,DNM1,128191655,128255248,9,128254006,128254162,3,ENSE00001946144,1
ENSG00000106976,ENSG00000106976.21,ENST00000625457,ENST00000625457.1,DNM1,128191655,128255248,9,128253101,128253137,2,ENSE00001677028,1
ENSG00000106976,ENSG00000106976.21,ENST00000625457,ENST00000625457.1,DNM1,128191655,128255248,9,128250802,128250940,1,ENSE00003763446,1
ENSG00000106976,ENSG00000106976.21,ENST00000630850,ENST00000630850.1,DNM1,128191655,128255248,9,128254006,128255248,2,ENSE00003513136,1
ENSG00000106976,ENSG00000106976.21,ENST00000630850,ENST00000630850.1,DNM1,128191655,128255248,9,128250939,128253137,1,ENSE00003760754,1
ENSG00000106976,ENSG00000106976.21,ENST00000638030,ENST00000638030.1,DNM1,128191655,128255248,9,128253785,128253834,2,ENSE00003796132,1
ENSG00000106976,ENSG00000106976.21,ENST00000638030,ENST00000638030.1,DNM1,128191655,128255248,9,128253102,128253137,1,ENSE00003794888,1
ENSG00000106976,ENSG00000106976.21,ENST00000636760,ENST00000636760.1,DNM1,128191655,128255248,9,128253888,128253979,2,ENSE00003796306,1
ENSG00000106976,ENSG00000106976.21,ENST00000636760,ENST00000636760.1,DNM1,128191655,128255248,9,128253127,128253137,1,ENSE00003792346,1
ENSG00000197694,ENSG00000197694.18,ENST00000372731,ENST00000372731.8,SPTAN1,128552558,128633662,9,128592983,128593042,23,ENSE00001628507,1
ENSG00000197694,ENSG00000197694.18,ENST00000372731,ENST00000372731.8,SPTAN1,128552558,128633662,9,128591477,128591625,22,ENSE00001768241,1
ENSG00000197694,ENSG00000197694.18,ENST00000372731,ENST00000372731.8,SPTAN1,128552558,128633662,9,128566738,128566977,2,ENSE00002729979,1
ENSG00000197694,ENSG00000197694.18,ENST00000372731,ENST00000372731.8,SPTAN1,128552558,128633662,9,128552558,128552696,1,ENSE00002303968,1
ENSG00000197694,ENSG00000197694.18,ENST00000372731,ENST00000372731.8,SPTAN1,128552558,128633662,9,128624328,128624487,45,ENSE00000730597,1
ENSG00000197694,ENSG00000197694.18,ENST00000372731,ENST00000372731.8,SPTAN1,128552558,128633662,9,128621158,128621256,44,ENSE00000806993,1
ENSG00000197694,ENSG00000197694.18,ENST00000372731,ENST00000372731.8,SPTAN1,128552558,128633662,9,128618871,128619003,43,ENSE00000730706,1
ENSG00000197694,ENSG00000197694.18,ENST00000372731,ENST00000372731.8,SPTAN1,128552558,128633662,9,128617987,128618108,42,ENSE00000730702,1
ENSG00000197694,ENSG00000197694.18,ENST00000372731,ENST00000372731.8,SPTAN1,128552558,128633662,9,128617640,128617760,41,ENSE00000806992,1
ENSG00000197694,ENSG00000197694.18,ENST00000372731,ENST00000372731.8,SPTAN1,128552558,128633662,9,128615632,128615840,40,ENSE00001697185,1
ENSG00000197694,ENSG00000197694.18,ENST00000372731,ENST00000372731.8,SPTAN1,128552558,128633662,9,128584721,128584843,18,ENSE00001612670,1
ENSG00000197694,ENSG00000197694.18,ENST00000372731,ENST00000372731.8,SPTAN1,128552558,128633662,9,128584282,128584525,17,ENSE00001611067,1
ENSG00000197694,ENSG00000197694.18,ENST00000372731,ENST00000372731.8,SPTAN1,128552558,128633662,9,128613381,128613485,39,ENSE00003679449,1
ENSG00000197694,ENSG00000197694.18,ENST00000372731,ENST00000372731.8,SPTAN1,128552558,128633662,9,128612109,128612246,38,ENSE00001771137,1
ENSG00000197694,ENSG00000197694.18,ENST00000372731,ENST00000372731.8,SPTAN1,128552558,128633662,9,128583788,128583969,16,ENSE00001704186,1
ENSG00000197694,ENSG00000197694.18,ENST00000372731,ENST00000372731.8,SPTAN1,128552558,128633662,9,128630321,128630375,51,ENSE00000730520,1
ENSG00000197694,ENSG00000197694.18,ENST00000372731,ENST00000372731.8,SPTAN1,128552558,128633662,9,128627925,128627942,50,ENSE00001752389,1
ENSG00000197694,ENSG00000197694.18,ENST00000372731,ENST00000372731.8,SPTAN1,128552558,128633662,9,128627386,128627498,49,ENSE00001215160,1
ENSG00000197694,ENSG00000197694.18,ENST00000372731,ENST00000372731.8,SPTAN1,128552558,128633662,9,128626391,128626687,48,ENSE00000730551,1
ENSG00000197694,ENSG00000197694.18,ENST00000372731,ENST00000372731.8,SPTAN1,128552558,128633662,9,128625769,128625978,47,ENSE00000730564,1
ENSG00000197694,ENSG00000197694.18,ENST00000372731,ENST00000372731.8,SPTAN1,128552558,128633662,9,128625103,128625179,46,ENSE00000730575,1
ENSG00000197694,ENSG00000197694.18,ENST00000372731,ENST00000372731.8,SPTAN1,128552558,128633662,9,128581782,128581892,12,ENSE00001651430,1
ENSG00000197694,ENSG00000197694.18,ENST00000372731,ENST00000372731.8,SPTAN1,128552558,128633662,9,128580922,128581059,11,ENSE00001740794,1
ENSG00000197694,ENSG00000197694.18,ENST00000372731,ENST00000372731.8,SPTAN1,128552558,128633662,9,128579637,128579738,10,ENSE00001597357,1
